word,Information
laparotomi,"[['01119', 2, [3, 67]], ['00240', 1, [23]], ['00202', 1, [86]], ['00596', 1, [40]]]"
larg,"[['00515', 1, [79]], ['00761', 1, [19]], ['01221', 2, [3, 16]], ['00811', 1, [66]], ['00378', 1, [38]], ['00154', 1, [27]], ['00176', 1, [41]], ['00438', 1, [31]], ['00731', 1, [11]], ['00270', 1, [35]], ['00876', 2, [56, 70]], ['00804', 1, [60]], ['00495', 1, [75]], ['01173', 1, [70]], ['00499', 1, [27]], ['00463', 2, [72, 98]], ['00860', 1, [6]], ['00258', 1, [30]], ['00660', 1, [254]], ['00139', 1, [41]], ['00909', 2, [23, 55]], ['01202', 1, [98]], ['00114', 1, [8]], ['00851', 1, [37]], ['00368', 1, [109]], ['00506', 1, [29]], ['00475', 1, [35]], ['00721', 1, [31]], ['01059', 1, [27]], ['00180', 1, [22]], ['00286', 1, [74]], ['01149', 1, [126]], ['00708', 1, [40]], ['01209', 1, [54]], ['00867', 2, [14, 101]], ['00300', 1, [41]], ['00581', 1, [19]], ['00442', 1, [67]], ['00163', 1, [82]], ['00661', 1, [95]], ['01081', 1, [16]], ['00197', 1, [8]], ['00326', 1, [78]], ['00246', 1, [52]], ['00755', 1, [98]], ['01083', 1, [49]], ['00065', 1, [132]], ['00669', 3, [55, 83, 100]], ['01151', 2, [65, 74]], ['00459', 1, [59]], ['00770', 1, [22]], ['00348', 1, [77]], ['00034', 1, [25]], ['00333', 1, [193]], ['01120', 1, [157]], ['00377', 1, [94]], ['00688', 1, [37]], ['01076', 1, [57]], ['01181', 1, [52]], ['00629', 2, [47, 58]], ['00194', 3, [80, 88, 106]], ['00556', 1, [22]], ['00014', 1, [32]], ['00897', 1, [16]], ['00714', 1, [59]], ['00166', 1, [37]]]"
larger,"[['00842', 1, [58]], ['00680', 1, [93]], ['00686', 1, [112]], ['00592', 1, [55]], ['01043', 2, [56, 63]], ['00059', 1, [40]], ['00100', 1, [38]], ['01127', 1, [41]], ['01238', 1, [66]], ['00947', 1, [19]], ['00473', 1, [66]], ['00085', 1, [49]], ['00459', 1, [28]], ['00323', 1, [79]], ['00803', 1, [138]], ['00975', 1, [40]]]"
largest,"[['00368', 1, [94]]]"
larginin,"[['00542', 2, [61, 75]], ['00305', 1, [20]], ['00321', 1, [29]]]"
larva,"[['00270', 1, [56]]]"
larval,"[['00571', 2, [1, 38]]]"
laryng,"[['00267', 2, [52, 65]]]"
laryngol,"[['00844', 1, [124]]]"
laryngoscopi,"[['00267', 1, [40]]]"
larynx,"[['00980', 1, [48]], ['00761', 2, [40, 46]], ['00701', 1, [59]], ['00511', 1, [71]]]"
laser,"[['01208', 3, [1, 37, 47]]]"
last,"[['00499', 1, [35]], ['00650', 1, [27]], ['00079', 1, [5]], ['00826', 1, [20]], ['00503', 1, [14]], ['00856', 1, [9]], ['00330', 1, [16]], ['00821', 1, [7]], ['00086', 1, [28]], ['01081', 1, [28]], ['00047', 1, [105]], ['01150', 1, [60]], ['00568', 1, [23]], ['00061', 1, [28]], ['00870', 1, [21]], ['00188', 1, [51]], ['00544', 1, [17]], ['01023', 1, [12]], ['00617', 1, [100]]]"
late,"[['00963', 1, [1]], ['00718', 1, [20]], ['00722', 1, [31]], ['00089', 1, [72]], ['01116', 2, [32, 53]], ['00301', 1, [31]], ['01032', 1, [29]], ['00395', 1, [18]], ['00479', 1, [17]], ['01201', 1, [103]], ['00377', 3, [44, 57, 85]], ['01048', 3, [28, 63, 107]], ['00550', 1, [142]], ['01231', 1, [64]], ['00559', 1, [159]], ['00719', 1, [64]], ['01095', 1, [11]]]"
lateappear,"[['00477', 1, [7]]]"
latent,"[['00978', 1, [10]]]"
lateonset,"[['00477', 1, [33]], ['00772', 1, [1]]]"
later,"[['00095', 1, [17]], ['00438', 1, [45]], ['00270', 1, [68]], ['01087', 1, [44]], ['00649', 1, [26]], ['00750', 1, [50]], ['00050', 1, [34]], ['00612', 1, [90]], ['00796', 1, [34]], ['00180', 1, [96]], ['00315', 1, [44]], ['00318', 1, [25]], ['00235', 1, [80]], ['00661', 1, [57]], ['00817', 1, [43]], ['00814', 3, [38, 50, 60]], ['00034', 1, [18]], ['00956', 1, [222]], ['00345', 1, [101]], ['01029', 1, [42]], ['00745', 2, [76, 89]], ['01098', 1, [75]]]"
latest,"[['00179', 1, [9]], ['00332', 1, [69]]]"
latex,"[['00346', 1, [37]], ['00989', 2, [28, 123]]]"
latter,"[['00572', 1, [41]], ['01119', 1, [78]], ['00969', 1, [98]], ['00662', 1, [69]], ['00202', 1, [90]], ['00134', 1, [76]], ['00156', 1, [33]], ['00583', 1, [34]], ['00258', 1, [96]], ['01032', 1, [32]], ['00203', 1, [75]], ['00548', 1, [40]], ['00312', 1, [111]], ['00001', 1, [82]], ['00104', 1, [91]], ['00036', 1, [128]], ['00321', 1, [32]], ['00550', 1, [79]], ['00905', 1, [38]], ['00688', 1, [39]], ['00220', 1, [39]], ['00429', 1, [150]], ['00745', 1, [138]], ['00966', 1, [25]]]"
laud,"[['00264', 1, [23]]]"
launch,"[['00120', 1, [62]]]"
laurenzi,"[['00745', 1, [48]]]"
lavag,"[['00438', 1, [73]], ['01197', 11, [14, 17, 57, 81, 87, 100, 119, 135, 147, 242, 255]], ['00703', 1, [128]], ['00604', 4, [15, 64, 76, 78]], ['00844', 1, [2]], ['00050', 4, [3, 17, 23, 37]], ['00843', 2, [5, 14]], ['00224', 12, [7, 34, 52, 62, 72, 77, 83, 91, 102, 106, 115, 119]], ['00806', 1, [53]], ['00630', 9, [5, 13, 27, 34, 43, 48, 64, 73, 79]], ['00536', 5, [13, 16, 30, 49, 63]], ['00227', 5, [3, 14, 20, 41, 47]]]"
lay,"[['00043', 1, [118]], ['00734', 1, [49]], ['00283', 1, [34]]]"
layer,"[['01192', 1, [27]], ['00119', 1, [18]], ['00750', 1, [37]], ['00740', 1, [13]], ['00304', 1, [32]], ['00313', 1, [26]], ['00949', 1, [38]], ['01121', 1, [118]], ['00348', 1, [102]]]"
lct,"[['00133', 4, [24, 34, 48, 56]]]"
lcystein,"[['01092', 1, [106]]]"
ldh,"[['00525', 3, [38, 52, 72]]]"
lead,"[['00570', 1, [45]], ['00095', 2, [5, 100]], ['00058', 1, [28]], ['01004', 1, [76]], ['01139', 1, [130]], ['00534', 1, [36]], ['00165', 1, [82]], ['01099', 1, [113]], ['00467', 1, [33]], ['00440', 1, [61]], ['01091', 1, [44]], ['00205', 1, [121]], ['00281', 1, [63]], ['00017', 1, [19]], ['01037', 1, [19]], ['00622', 1, [104]], ['00203', 1, [64]], ['00525', 1, [55]], ['00206', 1, [59]], ['00126', 1, [135]], ['00300', 1, [29]], ['00978', 1, [150]], ['01008', 1, [55]], ['00080', 1, [27]], ['00470', 1, [56]], ['01074', 1, [57]], ['00735', 1, [58]], ['00510', 1, [20]], ['00505', 1, [80]], ['01121', 1, [69]], ['00441', 1, [100]], ['00388', 1, [10]], ['00481', 1, [81]], ['01234', 1, [58]], ['00921', 1, [44]], ['00424', 2, [90, 101]], ['00617', 1, [77]], ['01145', 2, [39, 42]], ['00594', 1, [60]], ['00993', 1, [159]], ['00355', 1, [33]]]"
leagu,"[['00152', 1, [12]]]"
leak,"[['00703', 4, [108, 124, 142, 147]], ['01141', 1, [22]]]"
leakag,"[['00622', 4, [3, 39, 60, 113]], ['00548', 1, [68]], ['00525', 2, [46, 82]], ['00638', 1, [12]], ['01160', 1, [85]]]"
leaki,"[['00622', 1, [77]], ['01072', 1, [24]], ['01160', 3, [52, 64, 72]]]"
lean,"[['01037', 1, [60]]]"
learn,"[['00739', 1, [71]], ['00566', 1, [40]], ['00180', 1, [99]], ['00090', 1, [55]], ['00845', 1, [5]]]"
least,"[['00317', 1, [107]], ['00746', 1, [94]], ['00570', 1, [14]], ['00879', 1, [52]], ['01221', 1, [68]], ['00483', 1, [72]], ['00818', 1, [61]], ['00654', 1, [29]], ['00013', 1, [31]], ['00228', 1, [17]], ['00485', 1, [51]], ['00606', 1, [133]], ['00624', 1, [38]], ['00215', 1, [88]], ['01213', 1, [80]], ['00046', 1, [84]], ['00985', 1, [68]], ['00370', 1, [135]], ['00089', 1, [122]], ['00512', 1, [8]], ['00281', 1, [129]], ['00674', 1, [81]], ['00111', 1, [109]], ['00291', 1, [77]], ['00605', 1, [39]], ['00540', 2, [14, 23]], ['00484', 1, [89]], ['01194', 1, [13]], ['00816', 1, [98]], ['00330', 1, [17]], ['00125', 1, [53]], ['00416', 1, [46]], ['00825', 1, [46]], ['00149', 1, [56]], ['00817', 1, [39]], ['00646', 1, [63]], ['00618', 2, [18, 33]], ['00379', 1, [37]], ['00713', 1, [56]], ['00631', 2, [20, 132]], ['00855', 1, [59]], ['00412', 1, [26]], ['00877', 1, [73]], ['00830', 1, [71]], ['00522', 1, [40]], ['00824', 1, [32]], ['00550', 1, [32]], ['01029', 1, [61]], ['00864', 1, [40]], ['00993', 1, [36]]]"
lecithin,"[['00265', 1, [50]], ['00126', 1, [20]], ['00669', 2, [63, 86]], ['00711', 3, [3, 32, 53]]]"
lectin,"[['01056', 1, [6]], ['01238', 4, [2, 69, 74, 82]], ['01027', 2, [23, 77]], ['00925', 7, [1, 10, 36, 47, 60, 107, 153]]]"
lectinlik,"[['01238', 3, [15, 33, 39]], ['00925', 1, [76]]]"
lectur,"[['01004', 1, [10]], ['00056', 1, [8]]]"
led,"[['01156', 1, [136]], ['00801', 1, [53]], ['00811', 1, [109]], ['00916', 1, [44]], ['00270', 3, [13, 20, 102]], ['00367', 1, [159]], ['00133', 1, [50]], ['01102', 1, [15]], ['01032', 1, [33]], ['00180', 1, [49]], ['00767', 1, [15]], ['00840', 1, [94]], ['00929', 1, [15]], ['00611', 1, [95]], ['00813', 1, [42]], ['00470', 1, [35]], ['01201', 1, [17]], ['00441', 1, [78]], ['00884', 1, [37]], ['00424', 1, [83]], ['00941', 1, [24]], ['00832', 1, [23]], ['00603', 1, [41]], ['00993', 1, [61]], ['00014', 1, [27]], ['00974', 1, [17]], ['01185', 1, [26]]]"
lee,"[['00098', 1, [72]]]"
left,"[['01110', 1, [53]], ['00759', 1, [21]], ['01217', 1, [23]], ['01047', 2, [10, 30]], ['00468', 3, [34, 47, 59]], ['01043', 3, [21, 73, 83]], ['00446', 2, [52, 68]], ['00111', 1, [58]], ['00115', 1, [52]], ['00817', 1, [38]], ['00241', 1, [29]], ['00795', 2, [89, 120]], ['00099', 1, [21]], ['01041', 2, [20, 60]], ['00267', 3, [43, 50, 63]]]"
leg,"[['00784', 1, [16]]]"
lend,"[['00258', 1, [98]], ['00955', 1, [154]], ['01143', 1, [101]]]"
length,"[['00378', 1, [3]], ['00133', 1, [12]], ['01116', 1, [59]], ['01092', 1, [101]], ['00450', 1, [29]], ['00257', 1, [62]], ['00838', 1, [74]], ['00348', 1, [83]], ['00667', 2, [88, 130]], ['00950', 1, [87]]]"
leschnyhan,"[['01031', 1, [78]]]"
lesh,"[['00841', 1, [51]]]"
lesion,"[['01192', 1, [50]], ['00314', 1, [179]], ['01217', 2, [20, 33]], ['00913', 1, [103]], ['00370', 1, [99]], ['00030', 1, [47]], ['00468', 2, [46, 65]], ['00860', 1, [64]], ['00017', 1, [16]], ['00728', 2, [33, 45]], ['01116', 7, [3, 26, 31, 34, 55, 63, 73]], ['00100', 3, [3, 82, 95]], ['00322', 1, [138]], ['00115', 1, [40]], ['00300', 1, [73]], ['00821', 1, [49]], ['01109', 1, [11]], ['00149', 1, [85]], ['00364', 1, [86]], ['01125', 1, [119]], ['00691', 1, [30]], ['00292', 1, [34]], ['00820', 1, [37]], ['00435', 1, [74]], ['00099', 1, [42]], ['00434', 2, [8, 25]], ['00278', 1, [86]]]"
less,"[['01084', 1, [57]], ['00567', 2, [41, 51]], ['00077', 1, [59]], ['00466', 1, [55]], ['00405', 1, [71]], ['01239', 1, [58]], ['00987', 1, [72]], ['00695', 1, [46]], ['01139', 1, [131]], ['00967', 1, [72]], ['00725', 2, [66, 124]], ['00542', 1, [103]], ['00831', 4, [48, 51, 54, 62]], ['00421', 1, [31]], ['01213', 1, [60]], ['00152', 1, [38]], ['00988', 2, [60, 99]], ['00071', 1, [114]], ['01101', 2, [67, 73]], ['00583', 1, [65]], ['00393', 2, [78, 80]], ['00738', 1, [77]], ['00951', 2, [90, 94]], ['00451', 1, [88]], ['00664', 1, [16]], ['00307', 5, [53, 110, 139, 169, 173]], ['00844', 2, [52, 54]], ['00260', 1, [37]], ['01200', 1, [139]], ['00737', 2, [53, 68]], ['00790', 2, [60, 70]], ['01116', 1, [48]], ['00653', 3, [51, 58, 71]], ['01237', 1, [92]], ['01051', 2, [55, 69]], ['00253', 2, [59, 95]], ['01065', 1, [11]], ['00118', 1, [62]], ['01222', 2, [37, 89]], ['00195', 2, [51, 84]], ['01016', 3, [88, 90, 100]], ['01186', 1, [48]], ['01170', 1, [122]], ['00528', 1, [73]], ['00865', 2, [47, 51]], ['00073', 2, [99, 112]], ['00356', 3, [46, 90, 102]], ['00816', 1, [62]], ['00185', 1, [122]], ['00126', 1, [136]], ['00923', 2, [42, 45]], ['00256', 1, [78]], ['00577', 3, [84, 94, 117]], ['00245', 1, [42]], ['00998', 2, [57, 66]], ['00871', 1, [19]], ['00300', 1, [74]], ['00947', 2, [31, 50]], ['00848', 2, [58, 80]], ['00275', 1, [48]], ['00416', 1, [71]], ['00514', 1, [61]], ['00815', 1, [65]], ['00978', 3, [93, 122, 129]], ['00989', 1, [38]], ['00643', 1, [63]], ['00961', 1, [17]], ['00661', 1, [37]], ['00020', 1, [40]], ['00822', 1, [68]], ['00092', 1, [50]], ['00380', 2, [30, 40]], ['00673', 1, [31]], ['01142', 1, [35]], ['00321', 1, [34]], ['00473', 1, [60]], ['00618', 1, [36]], ['01020', 1, [38]], ['01005', 1, [65]], ['00085', 1, [25]], ['00960', 1, [61]], ['01062', 1, [127]], ['01035', 2, [30, 35]], ['01201', 2, [64, 107]], ['00063', 1, [125]], ['00917', 1, [58]], ['00683', 1, [26]], ['00713', 1, [91]], ['00588', 1, [149]], ['00655', 2, [32, 135]], ['00806', 1, [31]], ['00748', 1, [33]], ['01006', 1, [158]], ['01030', 1, [63]], ['00751', 1, [38]], ['00852', 1, [49]], ['00956', 1, [180]], ['00522', 3, [113, 165, 177]], ['00352', 1, [57]], ['00874', 2, [32, 47]], ['01029', 1, [88]], ['00901', 1, [98]], ['01159', 1, [21]], ['01140', 1, [58]], ['00306', 5, [101, 109, 111, 117, 119]], ['00800', 2, [64, 112]], ['00803', 3, [46, 74, 97]], ['00896', 1, [75]], ['00736', 1, [61]], ['00232', 1, [35]], ['00227', 1, [37]], ['00584', 1, [61]]]"
lessen,"[['01149', 1, [170]]]"
lesser,"[['00572', 1, [90]], ['00811', 1, [44]], ['01152', 1, [41]], ['00338', 1, [20]], ['00802', 1, [32]], ['00325', 1, [105]], ['01071', 1, [53]], ['01131', 1, [16]], ['01238', 1, [89]], ['00527', 1, [91]]]"
lethal,"[['01156', 1, [21]], ['00801', 1, [9]], ['00882', 1, [17]], ['01144', 1, [13]], ['00308', 2, [26, 38]], ['00944', 1, [9]], ['00370', 1, [6]], ['00392', 1, [11]], ['00890', 1, [53]], ['00503', 1, [36]], ['00849', 1, [13]], ['00431', 1, [59]], ['00104', 1, [42]], ['00875', 1, [10]], ['00822', 1, [13]], ['00881', 1, [12]], ['01201', 1, [26]], ['01114', 1, [15]]]"
letter,"[['00094', 1, [1]], ['00351', 1, [1]], ['01210', 1, [8]], ['00098', 1, [1]], ['00483', 1, [1]], ['00911', 1, [8]], ['00811', 1, [4]], ['00818', 1, [5]], ['00718', 1, [6]], ['00615', 1, [5]], ['00712', 1, [4]], ['00277', 1, [1]], ['00910', 1, [5]], ['00012', 1, [1]], ['01139', 1, [7]], ['00922', 1, [8]], ['00018', 1, [1]], ['00759', 1, [4]], ['01206', 1, [6]], ['00485', 1, [1]], ['00285', 1, [1]], ['00534', 1, [66]], ['00542', 1, [1]], ['01099', 1, [5]], ['00279', 1, [1]], ['00773', 1, [6]], ['00280', 1, [1]], ['00288', 1, [1]], ['00119', 1, [1]], ['00739', 2, [12, 17]], ['00927', 1, [5]], ['00985', 1, [7]], ['00934', 1, [4]], ['00105', 1, [1]], ['00030', 1, [1]], ['00482', 1, [1]], ['00102', 1, [1]], ['00694', 1, [8]], ['00083', 1, [1]], ['00281', 1, [1]], ['00602', 1, [5]], ['01105', 1, [6]], ['00293', 1, [1]], ['01128', 1, [7]], ['00954', 1, [6]], ['00740', 1, [7]], ['00217', 1, [1]], ['00118', 1, [1]], ['00111', 1, [1]], ['01132', 1, [5]], ['00291', 1, [5]], ['00658', 1, [5]], ['00928', 1, [8]], ['01123', 1, [5]], ['01111', 1, [6]], ['01135', 1, [5]], ['01136', 1, [10]], ['00395', 1, [1]], ['00525', 1, [1]], ['00315', 2, [1, 84]], ['00484', 1, [5]], ['00286', 1, [1]], ['00147', 1, [1]], ['00206', 1, [1]], ['00716', 1, [6]], ['01096', 1, [8]], ['01127', 1, [6]], ['01131', 1, [4]], ['00898', 1, [6]], ['01129', 1, [7]], ['00185', 1, [1]], ['00923', 1, [4]], ['00115', 1, [1]], ['00019', 1, [1]], ['00216', 1, [1]], ['01146', 1, [7]], ['00125', 1, [1]], ['00931', 1, [6]], ['00103', 2, [1, 6]], ['00104', 1, [1]], ['00121', 1, [1]], ['00810', 1, [4]], ['01219', 1, [6]], ['00287', 1, [1]], ['00107', 1, [1]], ['00091', 1, [1]], ['00218', 1, [1]], ['00808', 1, [4]], ['00142', 1, [1]], ['00838', 1, [4]], ['00222', 1, [1]], ['00470', 1, [1]], ['00689', 1, [7]], ['00101', 2, [1, 5]], ['00116', 1, [1]], ['01068', 1, [5]], ['00290', 1, [1]], ['00284', 1, [1]], ['01130', 1, [8]], ['01183', 1, [5]], ['00487', 1, [1]], ['00711', 1, [8]], ['00949', 1, [10]], ['00110', 1, [1]], ['00915', 1, [4]], ['00713', 1, [5]], ['00691', 1, [6]], ['01122', 1, [3]], ['00034', 1, [1]], ['00352', 1, [1]], ['00377', 1, [1]], ['01148', 1, [7]], ['00544', 1, [1]], ['00173', 1, [1]], ['00919', 1, [8]], ['00112', 2, [1, 7]], ['00925', 1, [4]], ['01117', 1, [6]], ['00220', 1, [1]], ['00690', 1, [10]], ['00559', 1, [5]], ['01140', 1, [9]], ['00109', 1, [1]], ['00278', 1, [1]], ['00289', 1, [1]], ['00798', 1, [9]], ['00283', 1, [1]], ['01001', 1, [7]], ['00714', 1, [6]], ['00208', 1, [1]], ['01137', 1, [5]], ['00106', 1, [1]], ['00267', 1, [1]]]"
leucocyt,"[['01164', 1, [53]], ['00083', 1, [45]], ['00394', 1, [6]], ['01049', 1, [37]], ['00106', 1, [4]]]"
leukaemia,"[['01075', 1, [72]]]"
leukem,"[['01084', 1, [63]], ['00667', 1, [148]]]"
leukemia,"[['01084', 1, [33]], ['00082', 1, [7]], ['00517', 1, [67]], ['00304', 1, [185]], ['00863', 1, [23]], ['00188', 7, [7, 18, 46, 70, 84, 89, 111]], ['00557', 1, [37]], ['00945', 1, [81]], ['00667', 1, [155]]]"
leukocyt,"[['00572', 1, [99]], ['01221', 1, [93]], ['00310', 2, [15, 40]], ['00371', 3, [4, 16, 66]], ['01063', 3, [3, 9, 39]], ['00892', 2, [10, 59]], ['00393', 1, [99]], ['00463', 4, [19, 53, 88, 110]], ['00445', 1, [22]], ['00083', 2, [85, 91]], ['00829', 4, [9, 17, 28, 37]], ['00961', 4, [8, 9, 36, 136]], ['00669', 1, [33]], ['00672', 1, [65]], ['00306', 2, [3, 30]], ['01095', 1, [27]], ['00283', 1, [43]], ['00106', 2, [11, 96]]]"
leukodystrophi,"[['00666', 1, [28]]]"
leukopenia,"[['00081', 1, [57]]]"
leukotaxi,"[['01102', 1, [22]]]"
leupold,"[['01039', 1, [89]]]"
lev,"[['01121', 1, [79]]]"
level,"[['00593', 1, [21]], ['00317', 3, [59, 67, 97]], ['00458', 2, [67, 119]], ['00098', 1, [51]], ['00426', 1, [12]], ['00314', 1, [38]], ['00973', 2, [51, 105]], ['00310', 1, [27]], ['00818', 3, [48, 83, 123]], ['01073', 1, [77]], ['00320', 1, [122]], ['00405', 1, [83]], ['01239', 3, [29, 48, 92]], ['01044', 2, [10, 26]], ['00052', 1, [31]], ['00228', 2, [67, 84]], ['01054', 3, [27, 38, 45]], ['00255', 3, [45, 58, 71]], ['00362', 1, [33]], ['00229', 1, [38]], ['01180', 1, [75]], ['01206', 1, [20]], ['00606', 1, [44]], ['00462', 1, [74]], ['00367', 1, [53]], ['00011', 2, [56, 68]], ['00165', 3, [104, 113, 128]], ['00765', 1, [27]], ['00279', 3, [11, 75, 91]], ['01024', 1, [15]], ['00962', 1, [2]], ['01106', 3, [2, 16, 23]], ['01213', 2, [78, 82]], ['00152', 2, [57, 68]], ['00927', 3, [16, 51, 63]], ['00985', 1, [60]], ['00071', 1, [167]], ['00230', 2, [50, 74]], ['00583', 1, [25]], ['00030', 1, [102]], ['00150', 1, [93]], ['00951', 1, [131]], ['00451', 1, [84]], ['00793', 3, [8, 20, 33]], ['00445', 2, [27, 79]], ['00794', 3, [79, 103, 117]], ['00174', 1, [58]], ['00392', 1, [62]], ['00660', 1, [46]], ['00616', 1, [55]], ['00400', 2, [29, 48]], ['00844', 1, [29]], ['00102', 2, [39, 89]], ['00139', 1, [126]], ['00924', 3, [2, 16, 43]], ['00205', 1, [38]], ['00878', 3, [7, 16, 55]], ['00406', 2, [48, 58]], ['00035', 1, [32]], ['00737', 1, [25]], ['00524', 3, [3, 9, 24]], ['00068', 1, [23]], ['00448', 1, [12]], ['00414', 1, [58]], ['00259', 1, [46]], ['00585', 1, [82]], ['00325', 1, [102]], ['00059', 2, [21, 65]], ['01128', 2, [20, 68]], ['00253', 6, [15, 39, 57, 64, 90, 103]], ['00268', 1, [142]], ['00402', 2, [4, 21]], ['00753', 2, [92, 115]], ['00217', 2, [14, 30]], ['01198', 4, [12, 23, 26, 68]], ['01132', 2, [34, 52]], ['00273', 1, [28]], ['01124', 1, [44]], ['00160', 1, [37]], ['00187', 3, [47, 62, 71]], ['00291', 2, [13, 56]], ['00769', 1, [49]], ['00181', 1, [79]], ['01058', 1, [3]], ['01126', 2, [34, 43]], ['00521', 1, [136]], ['00658', 1, [34]], ['00390', 1, [51]], ['00563', 1, [218]], ['01174', 1, [21]], ['00721', 1, [44]], ['00502', 1, [23]], ['01136', 1, [75]], ['00548', 2, [2, 44]], ['00180', 1, [30]], ['01170', 1, [50]], ['00730', 1, [65]], ['00053', 1, [11]], ['01161', 3, [7, 15, 32]], ['00484', 1, [85]], ['01025', 1, [28]], ['01075', 5, [4, 37, 67, 91, 94]], ['00865', 3, [56, 64, 68]], ['01212', 1, [66]], ['01131', 3, [47, 62, 78]], ['01129', 3, [61, 104, 120]], ['00509', 1, [26]], ['00126', 4, [70, 111, 121, 130]], ['00324', 1, [56]], ['00019', 1, [137]], ['00577', 4, [9, 101, 110, 121]], ['00613', 5, [8, 40, 56, 63, 87]], ['00530', 2, [98, 103]], ['01165', 2, [29, 52]], ['01000', 1, [49]], ['01171', 2, [25, 120]], ['01042', 1, [67]], ['00431', 1, [24]], ['00526', 1, [73]], ['00843', 1, [39]], ['00875', 1, [64]], ['00416', 3, [3, 51, 58]], ['00581', 1, [26]], ['00287', 1, [13]], ['01228', 1, [37]], ['00107', 5, [40, 53, 58, 76, 83]], ['00994', 2, [49, 79]], ['00091', 2, [6, 22]], ['00442', 1, [97]], ['00218', 3, [14, 29, 46]], ['01014', 1, [21]], ['00051', 5, [1, 10, 33, 38, 57]], ['01109', 2, [6, 44]], ['01067', 1, [28]], ['01008', 1, [15]], ['00992', 2, [6, 38]], ['00970', 2, [36, 48]], ['00380', 1, [75]], ['00553', 1, [52]], ['00222', 1, [44]], ['00364', 1, [84]], ['00527', 1, [100]], ['01038', 1, [32]], ['00470', 1, [3]], ['00221', 3, [4, 17, 42]], ['00689', 1, [92]], ['01020', 1, [52]], ['00562', 1, [7]], ['00101', 1, [58]], ['00290', 2, [13, 80]], ['00284', 3, [31, 49, 66]], ['00065', 1, [77]], ['01220', 1, [10]], ['00812', 7, [18, 24, 37, 55, 72, 88, 98]], ['00539', 1, [86]], ['00047', 1, [75]], ['00252', 2, [29, 59]], ['00711', 1, [18]], ['00917', 2, [77, 94]], ['00366', 2, [8, 28]], ['01218', 1, [18]], ['00614', 1, [22]], ['00588', 1, [142]], ['01178', 1, [23]], ['00691', 1, [11]], ['00061', 1, [34]], ['00748', 1, [161]], ['00441', 3, [8, 20, 85]], ['00292', 1, [12]], ['00751', 1, [55]], ['00022', 1, [43]], ['00348', 1, [53]], ['00820', 1, [21]], ['00852', 2, [35, 61]], ['00830', 1, [3]], ['00345', 2, [90, 115]], ['00522', 6, [37, 52, 75, 123, 140, 157]], ['00982', 1, [32]], ['00254', 2, [36, 45]], ['01055', 1, [66]], ['01070', 1, [101]], ['01120', 1, [149]], ['01148', 2, [19, 47]], ['01048', 1, [86]], ['00959', 2, [35, 50]], ['00435', 2, [14, 80]], ['00919', 2, [2, 58]], ['00055', 2, [42, 128]], ['00002', 4, [8, 46, 50, 92]], ['01029', 2, [65, 114]], ['00028', 1, [22]], ['00559', 1, [43]], ['00234', 1, [27]], ['01159', 1, [49]], ['00004', 1, [80]], ['00745', 1, [171]], ['00536', 1, [25]], ['01140', 1, [82]], ['00498', 1, [55]], ['00263', 8, [38, 54, 80, 97, 105, 113, 121, 133]], ['01019', 1, [47]], ['01172', 1, [61]], ['00278', 1, [89]], ['00896', 2, [62, 85]], ['00798', 1, [77]], ['00208', 1, [41]], ['01137', 1, [29]]]"
lfucos,"[['00269', 1, [34]], ['00561', 2, [1, 16]], ['00528', 1, [103]], ['00856', 1, [75]]]"
lfucosidas,"[['00857', 1, [31]], ['00410', 1, [62]]]"
lg,"[['00714', 1, [95]]]"
liabil,"[['00358', 1, [120]], ['00206', 1, [37]]]"
liaison,"[['00036', 1, [95]]]"
liber,"[['00095', 1, [82]], ['00463', 1, [23]], ['00899', 1, [20]], ['00744', 1, [64]]]"
lie,"[['00098', 1, [82]], ['01031', 1, [51]], ['00909', 1, [54]], ['00612', 1, [111]], ['00216', 1, [39]], ['00917', 1, [52]], ['01145', 1, [15]]]"
lieberman,"[['00279', 3, [5, 31, 56]], ['00048', 1, [114]], ['00925', 1, [121]]]"
life,"[['00858', 1, [79]], ['00037', 1, [35]], ['00003', 1, [76]], ['00879', 1, [116]], ['01133', 1, [18]], ['00145', 1, [81]], ['00722', 5, [32, 62, 82, 90, 95]], ['01232', 1, [18]], ['00136', 1, [47]], ['00089', 1, [73]], ['00384', 1, [23]], ['00392', 1, [19]], ['00258', 2, [32, 182]], ['01202', 2, [118, 126]], ['00930', 1, [34]], ['01128', 1, [53]], ['00291', 1, [19]], ['01071', 1, [41]], ['00272', 1, [26]], ['00423', 1, [14]], ['00888', 1, [19]], ['00185', 1, [39]], ['01000', 1, [24]], ['01224', 1, [9]], ['00700', 1, [27]], ['00817', 1, [42]], ['00838', 2, [73, 75]], ['00735', 1, [60]], ['00777', 2, [33, 39]], ['00065', 1, [73]], ['00814', 2, [10, 20]], ['00022', 1, [46]], ['00345', 1, [71]], ['00333', 2, [81, 199]], ['00335', 1, [21]], ['00377', 4, [2, 11, 21, 41]], ['00824', 1, [40]], ['01040', 1, [32]], ['00002', 1, [14]], ['01023', 1, [27]], ['00559', 2, [150, 160]], ['00788', 1, [61]], ['00263', 1, [53]], ['00839', 1, [2]]]"
lifelong,"[['00673', 1, [56]]]"
lifespan,"[['00676', 1, [167]]]"
lifethreaten,"[['00547', 1, [11]], ['01032', 1, [13]], ['01104', 1, [69]], ['00427', 1, [16]]]"
